,Time,Symbol,Product,Change,Change_ratio,den,den_up,den_sh,Total V_5m,TUp V_5m,TUp Vr_5m,Up Vd_5m,Up Vr_5m,Undef V_5m,Undef Vr_5m,move ticks_5m,Total V_15m,TUp V_15m,TUp Vr_15m,Up Vd_15m,Up Vr_15m,Undef V_15m,Undef Vr_15m,move ticks_15m,Total V_60m,TUp V_60m,TUp Vr_60m,Up Vd_60m,Up Vr_60m,Undef V_60m,Undef Vr_60m,move ticks_60m
188,2021-09-03 20:57:20.026703,QNGU22-QNGV22,NATURAL GAS,0.001,0.52,0.17,0.0,0.17,161.0,0.0,0.0,42.0,0.26,0.0,0.0,0.0,162.0,1.0,0.01,43.0,0.27,0.0,0.0,-1.0,166.0,4.0,0.02,46.0,0.28,0.0,0.0,-1.0
189,2021-09-03 19:24:58.018000,@KCU22-@KCZ22,COFFEE C,-0.1,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2021-09-03 20:50:31.353063,QRBX21-QRBG22,RBOB GASOLINE,-0.0026,-0.62,,,,,,,,,,,,2.0,1.0,0.5,1.0,0.5,0.0,0.0,-3.0,146.0,59.0,0.4,71.0,0.49,0.0,0.0,-14.0
191,2021-09-03 20:57:05.940651,QRBZ21-QRBM22,RBOB GASOLINE,-0.0012,-0.24,0.08,0.08,0.0,7.0,1.0,0.14,7.0,1.0,0.0,0.0,2.0,22.0,10.0,0.45,18.0,0.82,0.0,0.0,6.0,81.0,30.0,0.37,56.0,0.69,0.0,0.0,-28.0
192,2021-09-03 20:57:58.773734,QNGH23-QNGJ23,NATURAL GAS,0.009,0.72,0.08,0.0,0.08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,79.0,0.49,108.0,0.68,0.0,0.0,-5.0
193,2021-09-03 20:51:37.772750,@TYU21-@TYZ21,10 YR US TREASURY NOTE,0.015625,1.44,,,,,,,,,,,,159.0,159.0,1.0,159.0,1.0,0.0,0.0,,159.0,159.0,1.0,159.0,1.0,0.0,0.0,
194,2021-09-03 20:58:22.044100,@CDU21-@CDZ21,CANADIAN DOLLAR,0.0,0.0,0.42,0.42,0.0,11.0,0.0,0.0,11.0,1.0,0.0,0.0,,30.0,0.0,0.0,30.0,1.0,0.0,0.0,,116.0,0.0,0.0,116.0,1.0,0.0,0.0,
195,2021-09-03 19:59:59.184000,@SBH23-@SBK23,SUGAR #11,0.02,0.62,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.14,1.0,0.14,0.0,0.0,1.0
196,2021-09-03 17:45:48.917991,QHOQ22-QHOU22,NEW YORK HARBOR ULSD,-0.0003,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2021-09-03 20:03:53.152619,QCLZ22-QCLH23,CRUDE OIL,-0.03,-0.53,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2021-09-03 20:56:52.331317,@LETV21-@LETZ21,LIVE CATTLE TAS,0.0,,0.17,0.0,0.17,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,153.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,2021-09-03 20:54:00.010731,QHOF22-QHOG22,NEW YORK HARBOR ULSD,-0.0002,-0.68,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.67,0.0,0.0,0.0,27.0,7.0,0.26,23.0,0.85,0.0,0.0,0.0
200,2021-09-03 20:48:09.391052,QCLZ21-QCLJ22,CRUDE OIL,-0.04,-0.5,,,,,,,,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,7.0,0.39,4.0,0.22,0.0,0.0,-4.0
201,2021-09-03 20:58:00.216883,@ZCTZ21-@ZCTH22,CORN TAS,0.0,,0.08,0.08,0.0,40.0,0.0,0.0,40.0,1.0,0.0,0.0,,70.0,0.0,0.0,70.0,1.0,0.0,0.0,,70.0,0.0,0.0,70.0,1.0,0.0,0.0,
202,2021-09-03 20:47:37.808198,@SOTX21-@SOTF22,SOYBEANS TAS,0.0,,,,,,,,,,,,,120.0,0.0,0.0,120.0,1.0,0.0,0.0,,455.0,0.0,0.0,455.0,1.0,0.0,0.0,
203,2021-09-03 18:57:00.653031,@NEU21-@NEZ21,NEW ZEALAND DOLLAR,-5e-05,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2021-09-03 16:55:37.376528,QPAU21-QPAZ21,PALLADIUM,2.6,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2021-09-03 19:01:37.215862,@RRU21-@RRX21,ROUGH RICE,-0.02,-2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2021-09-03 19:35:54.104149,@ZWTZ21-@ZWTH22,WHEAT TAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2021-09-03 20:46:51.521110,@SOTF22-@SOTH22,SOYBEANS TAS,0.0,,,,,,,,,,,,,50.0,0.0,0.0,50.0,1.0,0.0,0.0,,50.0,0.0,0.0,50.0,1.0,0.0,0.0,
208,2021-09-03 18:47:17.777022,@HETZ21-@HETG22,LEAN HOGS TAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2021-09-03 17:38:51.928000,@CTH22-@CTN22,COTTON #2,0.14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2021-09-03 20:49:02.075478,QHOF22-QHOH22,NEW YORK HARBOR ULSD,-0.0005,-0.76,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0
211,2021-09-03 20:06:43.794943,QCLX22-QCLZ22,CRUDE OIL,-0.01,-0.54,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2021-09-03 19:59:53.512000,@SBK23-@SBN23,SUGAR #11,0.0,0.0,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0
213,2021-09-03 20:51:58.671371,@BOU21-@BOV21,SOYBEAN OIL,-0.04,-0.27,,,,,,,,,,,,10.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
214,2021-09-03 20:42:21.655167,RBTX21-RBTZ21,RBOB GASOLINE (TAS),0.0,,,,,,,,,,,,,,,,,,,,,49.0,0.0,0.0,0.0,0.0,0.0,0.0,
215,2021-09-03 20:32:35.722057,@TNU21-@TNZ21,ULTRA 10 YR US TREASURY NOTE,0.015625,2.17,,,,,,,,,,,,,,,,,,,,26.0,26.0,1.0,26.0,1.0,0.0,0.0,
216,2021-09-03 20:53:19.175511,QCLN22-QCLQ22,CRUDE OIL,-0.01,-0.43,,,,,,,,,,,,96.0,0.0,0.0,96.0,1.0,0.0,0.0,0.0,99.0,0.0,0.0,98.0,0.99,0.0,0.0,0.0
217,2021-09-03 20:48:51.189924,@FVU21-@FVZ21,5 YR US TREASURY NOTE,0.0078125,0.87,,,,,,,,,,,,21.0,21.0,1.0,21.0,1.0,0.0,0.0,,21.0,21.0,1.0,21.0,1.0,0.0,0.0,
218,2021-09-03 20:27:54.010415,QNGN22-QNGQ22,NATURAL GAS,0.002,2.89,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0
219,2021-09-03 20:43:51.861579,QCLZ23-QCLM24,CRUDE OIL,-0.08,-0.75,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.67,3.0,1.0,0.0,0.0,1.0
220,2021-09-03 19:00:25.234313,QCLV21-QCLZ23,CRUDE OIL,-0.33,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2021-09-03 20:50:32.386965,QCLK22-QCLQ22,CRUDE OIL,-0.02,-0.32,,,,,,,,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
222,2021-09-03 18:07:41.044000,@KCZ21-@KCZ22,COFFEE C,-0.15,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2021-09-03 20:55:42.617247,QNGF23-QNGG23,NATURAL GAS,0.005,1.91,,,,25.0,25.0,1.0,9.0,0.36,0.0,0.0,0.0,48.0,48.0,1.0,32.0,0.67,0.0,0.0,1.0,105.0,105.0,1.0,38.0,0.36,0.0,0.0,3.0
224,2021-09-03 19:48:30.803000,@SBN22-@SBN23,SUGAR #11,-0.01,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2021-09-03 20:16:10.067980,QCLM22-QCLQ22,CRUDE OIL,-0.01,-0.25,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2021-09-03 19:26:25.309000,@KCU21-@KCZ21,COFFEE C,0.45,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2021-09-03 20:36:15.493848,QCLZ21-QCLZ23,CRUDE OIL,-0.3,-0.65,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
228,2021-09-03 20:31:24.018036,@CU21-@CH22,CORN,-8.25,-4.99,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
